"text","hate"
"Sa isang video, makikita ang reaksyon ni Mura na labis-labis ang pagdaramdam dahil sa pagkawala ng taong itinuring nya nang totoong kapatid.",0
"RT @kafanmily: Nakaka Gago tong ads ni Binay. Buseeetttt.
#ASAPPopKilig",1
"Ang sakit mareject no Mar Roxas? ?? ??????",1
"Bakit aasa sa foreign investors Binay? Bakit intro mo nanaman tatay mo Poe?",1
"Kahit si Poe, wag lang si Duterte! Huhu",1
"RT @OhGerald: Only Binay can irritate me T H I S  M U C H.",1
"Kayo nga itong mga walang pusong pinagtatanggal ang mga cameramen na iyon – pinakain pa ng masarap bago tsinugi.",0
"I think napanood nj Mar Roxas and episode ngayon ng #Scandal kaya sya nagpa-prescon. #Scandal",1
"Binay sana ako eh.. Eh yung paulit-ulut na ipalabas sa tv: Sino ba ang pandak? Azhar, eh, azhar.. ALDUBTuLoyPaRin #VoteMaineFPP #KCA",1
"@sclzga im still thinking who to vote for. Basta hindi si Binay :)",0
"Ilang araw lang ang nakalipas ay nag-trending ang mga netizens na nag-post sa social media ng kanilang pag-aalok ng pera para ipapatay ang Pangulong Rodrigo Roa Duterte.",0
"Yung batang binay, hindi bagay na maging binay! Jusko",1
"Narito ang buong post ni Makalalad: ""Today's experience: I was doing a live traffic report in Marcos Highway (Marikina area) earlier, when a group of 4 policemen approached me after my report.",0
"So dun sa prize fund, possible po na nagagalaw ito.",0
"Sinuspindi na rin ng Land Transportation Office (LTO) ang lisensiya ng abusadong driver.",0
"Yung matatawa ka nalang sa advertisement ni Binay at Roxas. Wag kami uyyyy! #VoteWisely #Election2016",1
"Bakit daw walang prominenteng Pilipinong philosopher. Di rin, si Binay lang pasok na. Pilosopo ang walang kwente bise presidente eh.",1
"Black is stunning, but too much black? THATS ULING AND BINAY WOHOOO #TeamNigga",1
"Burikat tong Ads ni Binay.",1
"This case was one of the few times our justice system actually worked and now these new monsters in government seek to reverse that.",1
"MAR ROXAS: I DON’T NEED OFW VOTE https://t.co/Wm5UmigKex",1
"Source: News5 | News5 | GMA News",0
"Ang EZ2 draw ay ginagawa araw-araw sa mga oras na 11:00 am, 4:00 pm at 9:00 pm.",0
"Mas nilakasan ko ang pagsigaw at dumating na nga si mama ng mabilis at ate ko na dale dale ring bumaba dahil nagulat sa sobrang sigaw ko.",0
"Karamihan siguro sa atin ay naalala pa ang sikat na teen actor noong 1990s na si Stefano Mori.",0
"tama nman si korina.. si mar roxas yung evil https://t.co/PpU4X0t3bN",1
"Puro ka kayabangan Binay, e wala ka naman ibubuga! #NogNogHambog",1
"Alam n'yo rin naman ‘yan dahil rider din kayo.",0
"Nirerespeto din daw niya ang mga saloobin ng Panday Sining at pinakikiusapan din niya ang mga taong nagagalit na pagpasensiyahan ang ginawa ng grupo.",0
"Ayon sa senador, ang mga ito ay walang ulat ng katiwalian at mahigpit na nababantayan ang mga scheduled draws dahil computerized at televised.",0
"Trending ngayon sa social media ang post ng bagong pasang doktor sa Physician Licensure Examination.",0
"yung campaign blabla ni binay sa tv tangina",1
"Ayon kay Aian, na-eenjoy naman daw nito ang kanyang trabaho sa kompanya ngunit onti-onti daw nagiging toxic ito hanggang sa hindi na nito kinaya.",0
"Binilhan naman nung lalake ng hot choco ung kapatid ko dahil nagkakilanlan na ung dlawa at nhiya naman tanggihan ng kpatid ko at ininom naman nya dhil nkita niyang iniinom nung lalake ung kape nya.",0
"""Susmaryosep"" ang Filipino translation ng first name ni Binay. #mindblown #RandomRalph",1
"Alam ko na mabuting empleyado ako,"" sabi ni Tiangco.",0
"Wag nyo ikumpara si Binay kay Alma.... si Binay, NOGNOG... si Alma eh Moreno pa lang. Hahahahah!!! #prayforAlma",1
"Ang prosecutor naman ay sinabi na siya ay makukulong ng nasa anim hanggang walong buwan, ngunit sinabi ng kasambahay na ibinalik naman niya ang pink bag nito matapos gamitin ng ilang araw.",0
"Roxas: plastic
Binay: kawatan
Poe: drama
Santiago: hugot
Duterte: halimaw",1
"nognog
pandak
laki sa hirap

yan si binay ?????? samoka",1
"Kung hindi pa alam ng iba sa inyo, si Alano ay gumanap na sa ilang mga pelikula at teleserye sa telebisyon dati.",0
"Wag naman, wag ganun, tulungan tayo.",0
"Lumabas na ako para hintayin yung kasama ko.",0
"Bakit, mahal na Diyos, doon pa binigay sa anak ko ang ganoon?",0
"Ngunit, siya ay abal lamang sa kaniyang pag-aaral at minabuting ipribado ang kaniyang buhay habang siya ay lumalaki.",0
"Ayon kay Francis, ang proud na anak ni Nida, maaga syang namulat sa kahirapan.",0
"Fish Tea k BINAY..

Fish Tea ka... https://t.co/2N5t6lVMKU",1
"Presidential Characteristic BBM=avaricious      Duterte=egoistic      Binay=covetous          Poe=Delusion of grandeur.                 ????????",1
"Wala po itong pagkakaiba sa isang taong umutang sa tindahan at binigyan pa ng sukli, "" dagdag pa ni Marcoleta.",0
"Kasinungalingan naman result kay roxas mag satisfied pah ako kung c grace poe....walang dayaan please lang",1
"Inireklamo din niya ang mahal na paninda sa canteen ng kompanya at masusungit na mga tindera.",0
"Presstitution at it's finest,"" sabi ni B. Guillermo. """,0
"Dear binay, umuulan na naman, alam mo na gagawin mo ha hahahah.",0
"@LJeishiah @QuenElizabeth13 ay ineng andaming nag vote ng duterte-leni, poe-leni, binay-leni. ako nga Miriam-Leni.",1
"Aniya, ""Hindi po lahat ng mahirap tamad.",0
"Kay Binay, pera pera lang yan. Alam nyo na ha. https://t.co/426ZJVETao",1
"Buanza, Indanan, Sulu.",0
"Larawan mula sa Facebook account ni Timz Burkz Ayon sa larawan, ng dahil sa sobrang trapik, nagawa raw ng isang matandang babae ang paghimay ng dala-dala nyang malungay habang eto ay naghihintay umusad ang sasakyan.",0
"Akala siguro ng mga Binay they are above the law... Hay naku not fit to be president.. Walang respeto sa batas.",1
"Hindi ko man pinapakinggan 'yang mga lumang mahihiwagang kanta na 'yan, mas okay na 'yan!",0
"Hindi malinaw kung tiga – saan ang mga batang napakita sa video na pawang nasa may sampung (10) taon lamang ang edad o pababa.",0
"Wag niyo naman iboto si binay. ??",1
"Kung sinopang NUGNOG, siya pa ang nagbibigay liwanag. -Binay (WAIT HAHAHAHAHAHAHA)",1
"Let us not allow this! We do not want this!
#RoxasRobredo pa rin! #WalangIwananMar https://t.co/RQACuPGHW2",0
"@jbiebshemmings nog nog pandak laki sa hirap. Yan si binay",1
"Kumakatok ngayon ng tulong ang pamilya para sa kalaunan ay maisagawa ang operasyon.",0
"KAPAL TALAGA NG MUKHA NI BINAY AH! AH!",1
"""Dapat tama"" kapag nanalo si Mar Roxas . tatamaan ka samin tamo! Hahaha asar ako kay Mar kahit di pako butante #DayaangDILAW",1
"@His_Princesssa @AyyTangaLangDre hahahahahaha. Kea nga ee shet binay! Hahahadat ganyan tayo!",1
"Nakadali ng Chinese ah.",0
"WAAAAAH PUMAPANGALAWA SI ROXAS SA PARTIAL UNOFFICIAL TALLY!!! DAYA PA MORE! NAUNAHAN NYA PA SI POE AT BINAY AHHH ????????????",1
"Tanga at bobo na lang ang boboto kay Poe Binay Roxas at Duterte. Only Miriam Defensor Santiago is the ONLY CHOICE. #Switch2Miriam",1
"Photo courtesy of PhilStar Maraming humanga sa pinakitang kagandahang loob ng isang unipormadong pulis na habang nakaduty ay namataan nito ang isang lalaking may kakulangan sa paningin o ang tinatawag na Persons with Disabilities (PWD).",0
"Tuwang tuwa ang mga puta na matatalo si roxas dahil lamang si duterte. Hindi to pbb mga tanga, bayan naten nakasalalay",1
"Why do people say that Duterte is bad and Mar Roxas is decent? The fuck? Are you guys blind?",1
"bat kaya naging senador to?""",1
"Mar ROXAS ayaw namin sa'yo inconsistent statement a liar greedy in power 

#AyawSaDILAW 
#DuterteForPresident",1
"Eye rolls at: 
1. Kris using govt equip. for campaigning
2. Duterte's rape joke
3. Binay's controversy
4. Poe's citizenship issue.",1
"Kwento ni Nalah, habang nag-aabang siya ng taxi sa SM North ay may lumapit sa kanyang lalaki at sinabing may sumusunod raw sa kanya.",0
"Labis pang ikinapahiya umano ni Darna nang pagdating ng tren at tangkain niyang sumakay sa women's carriage ay kinuha daw ng guwardiya ang megaphone at malakas siyang sinita, ""Sir bawal ka diyan kasi lalaki ka pa rin!""",1
"mention na mention kanina yung traffic dahil daw kay Pnoy. Si Atienza nung Mayor pa wala namang nagawa, si Binay yabang lang rin. Huh??",1
"WTF Mar Roxas masyadong kang desperado at uhaw sa pera!",1
"Ang hot ko na nga tapos makikisabay pa tong panahon. Maging Binay ako nang wala sa oras e. Quing ina.",1
"Ayon sa Facebook post ni Marielle, ang kasalukuyang pinagdadaanan ngayon ng sanggol ay Migrating Focal Seizure of Infancy With Dysautonomia and Cerebral Palsy with Apnea with Gastrosthomy and Tracheostomy insertion.",0
"Di parin madadaya ni roxas at poe ang halalan. Mas matindi parin ang mga duterte fam ??",1
"@_diaaanaaaa @iamkathacuna HUWAW MGA BESH. YARI KAYO SAKIN. IPAPALIBING KO KAYO NG BINAY NG BUHAY.",1
"""Ms. Gretchen, Ms. Claudine, Ms. Marjorie, dito ho magbugahan kayo ng sama ng loob pero gusto ko pagkatapos magsabi ng mga gusto niyong sabihin ay magbati na kayo lalo na't magpapasko,"" ayon kay Tulfo.",0
"Luh takot na takot si binay ampota",1
"""Anong kinalaman ng press freedom sa ""expired franchise"", ""no permit,"" ""no license,"" ""no certificate""?,"" banat ni Sonza.",0
"Katulad nalang ng isang magaling na Singer na si Jong Madaliday kung saan naglabas siya ng kanyang sama ng loob ng laitin, murahin at insultuhin siya mismo ng kapwa niya kababayan na kailanman hindi niya umano naranasan sa mga foreigner audience niya sa kanyang mga online performance sa pamamagitan ng online chat website na Omegle.",0
"***Source: Ezra AcayanStay updated with the latest news and trends by hitting the LIKE button.",0
"Mej nakakajirits pa rin yung ad ni Binay kahit paulit-ulit ko na napapanood.",1
"Kaloka si Grace Poe para ikumpara sarili kay Obama. Experienced community organizer si Barry O no! Pero, pareho kayong Amerikano. #YunLang",1
"@xpeanutgalleryx @PHVote POEta k Chiz!",1
"Dati si binay, ngayon si roxas. Nakakainis at nakakaumay yung ad. Wala naman nagawang maganda -_-",1
"So kung hindi lumaban si duterte si roxas mananalo? Minsan mapapaBobo ka nalang tlga eh.",1
"Kuha ni Sacristan Alzon Rey Ruelo Trending ngayon sa social media ang mga larawan ng kasal ng isang 93 anyos na lalaki at 51 anyos na babae na 11 years nang magkasintahan.",0
"@TropangMARangal Poe Escudero puro hangin ang bawat salita sa publiko LIES.DUTERTI, BINAY di pagka katiwalaan sa ekonomiya.",1
"HINDI AKO NAHIHIYANG IPAALAM NA ANG TRABAHO NG AKING AMA AY ISANG ""KARGADOR"".",0
"Pwede mo rin piliin ang Lucky Pick para hayaan ang terminal na pumili ng random numbers para sa iyo.",0
"Dustin Bautista in his Facebook account reached out for help, posting the photo of the man who appears to identify himself as a homosexual, along with some other unidentified people.",0
"Kasamang nasugatan ni Balatan sa engkwentro ang mga kapwa niya NPA na sina Liezel Labo, alyas ""Nido""; Carlos Aguilar, alyas ""Badong""; Danilo Sagun, ng Brgy.",0
"Binay and Roxas never failed to annoy me. Every single time.",1
"TANIMAN NIYO NGA NG BALA SI MAR ROXAS SA BAG NIYA PAG NASA AIRPORT SIYA. PLEASE LANG AT NANG MAY IDULOT NAMANG MAKABULUHAN YANG MODUS NA YAN",1
"There were times when I wanted to give up but I know what I want in life and that I wanted to help my siblings too.",0
"@logiestics and tagal na rin nung mamatay ang anak ni Miriam eh. si Ms Leni Robredo, she did not blame God naman sa nangyari sa husband nya.",1
"Kapag sa economy class, maka-masa na kagad? Binay pls",1
"Hakot Buses ni Grace Poe
No to Vote Buying https://t.co/HUWzK8zUhC",1
"@GregZulueta if manalo si Grace Poe, puro showbiz nanaman and gobyerno! notopoe #binay2016",1
"Nakakairita commercial nila mar binay leni ??",1
"#2 nas Mar Roxas. Huhuhuhu",1
"Hinimok ni Mayor Isko ang taong bayan na tumulong sa sariling paraan at kahit anong halaga.",0
"Si Binay ganito ganyan nagawa sa Makati. Bumalik na lang siya sa Makati at dun naman pala siya pinaka productive ??",1
"Trending are Pilipinas Debate,Duterte,ABiaSCBN, Binay https://t.co/eshQGidCC6",1
"Ang dating Factory Worker, Tindero, Guard, Houseboy, Janitor, Baker, Jollibee Crew at Tutor ay isa ng LICENCED PROFESSIONAL TEACHER!!!",0
"""When the waiter serving them saw the tip, she just started crying.",0
"If it is Duterte or Miriam, i'd be happy. If it is Poe, pwedeng pwede.  If it is Mar, heck no. #Election2016",1
"VP Binay on Gringo: Hindi niyo masisindak ito @manila_bulletin https://t.co/rv78BoSBv7",0
"The fvck! 3 million na ang agwat ni Duterte kay Poe ??",1
"""Ang sabi ko nga, what if may isang lalaking manyak na mag-pretend na bakla, manilip o mag-exploit...",1
"Yung commercial ni binay kairita! Tengene!",1
"How was VP Binay able to buy three properties even as a young and poor law student? #NotoBinay https://t.co/cGtryUumos via @raissawriter",1
"bakit maitim si binay? — Wala kasing bubong bahay nila dati nigguh https://t.co/EzCojkIxaV",1
"What is the best news you could hear right now? — binay is dead! https://t.co/ZA7YedtyWy",1
"Hanggang dito, ang pinaka sariwang balita tungkol sa aktres ay hindi pa nailalabas bukod sa matalik netong kaibigan na si Chokoleit.",0
"How could you even c*rse my bestfriends like that???",0
"SALAMAT NALANG TALAGA SA LAHAT LUMINA HOMES!",0
"ani pa nito.",0
"Wala ka ng pag-asa manalo Mar Roxas kaya shut up ka na lang!",1
"4 years now, going 5.",0
"""So Michelle, ni singkong duling, wala akong ibibigay na tulong sayo.""",0
"Sana ay makahanap na agad ng trabaho ang kanilang mga magulang upang hindi na sila magbenta ng kung ano-ano sa kalye.",0
"Hindi nyo ba pansin na ""Nagpapansin"" nalang si Mar Roxas kasi matatalo na siya. Dinamay pa si Daniel at ibang Candidates. :)",1
"At kahit may krisis pa sa Pandemya, hindi ito mabubura sa puso nating mga Pilipino.",0
"Bwiset naman yang #TanimBala scam takot na tuloy ako mag abroad. Grace Poe, solusyunan mo naman!",1
"Nagulat na lng ako ng magchat sa akin ang mama ko na may inorder pala dw ako na pagkakamahal aanhin ko daw yon.",0
"Wala lasting magnanakaw na Binay https://t.co/dq7VkTagO2",1
"How can you vote for Mar Roxas? Nanunuro nnmn,kasalanan nanaman ng tao... Ang bobobo talaga ng mga dilaw na yan..Mula pa noon...",1
"Sinasabihan pa umano siya ni Sarah sa chat na ""kawawa ka naman nangililimos ng ka ng pagmamahal sa asawa mo.",0
"""Maybe I will declare martial law.",0
"*ad ni Binay*
Pa: Aba ayos ah",1
"roxas took over poe, here comes #DayaangMatuwid #Halalan2016 #HalalanResults ??",1
"Kung iyon isang side meron reklamo, that will be between DJ Loonyo and iyon babae na may complaint sa kanya.",0
"tanong ni Perez.",0
"Malisyosong idinadawit ng video ang mga kamag-anak ng Pangulo sa kalakaran ng droga.",0
"I am at awe of the thought that Binay Poe and Roxas will have millions of votes even through all their shit.

#MIRIAMforPRESIDENT",1
"Honestly,gusto ko talaga si Binay sa una pero it changed nung cnb nya na si Alden daw ang gusto nya magportray ng lifestory nya. The hell.",1
"RT @ktrndu: Only Binay can cause me these goosebumps! Que horror!",1
"| Simple LifeMga ""modern day heroes"" kung tawagin ang mga Overseas Filipino Worker (OFW) dahil sa kanilang katapangan mangibang bansa para lang maiahon kahit papano ang kanilang naiwang pamilya sa kahirapan.",0
"kwento ni Villabas.",0
"At nito ngang huli ay nagpaabot ng mensahe para sa mga kritikong pilit na naninira at nanlalait sa kanya.Miss Universe Philippines 2020, Rabiya Mateo | Photo credit to the owner Kaya naman sa kanyang Instagram story kamakailan ay kanyang ibinahagi ang larawan niyang iyon, 11 taon na nakalipas, kuha sa kanyang high school yearbook, at buong pusong ipinagmalaki ang kanyang dating itsura at sinabing, ""This is me 11 years ago.",0
"Humingi rin si Cristina ng kahit kaunting tulong para sa mag-ama upang mabigyan ito ng panimulang mapagkakakitaan para hanggat maari hindi na kailangan nilang lumabas kasama ang bata para maghanapbuhay.Narito ang kabuoan ng kanyang post: king brian A.K.A marian kung taga Barangay Batasan ka makikilala nyo sya nadaanan ko po sya habang ngttinda kasama ang isang buwang baby nya.nakakalungkot kylangan nyang kumayud para mpakain ang baby nya dahil ung nanay itinakas ang isa nilang anak at kaya niya dala dala ang baby nya dahil walang mgbantay.opo naka uniform po ako at trabho ko po sana ang kuhanin sila or bgyan ng violation pero sa paliwanag nya bilang magulang naiintindihan ko po sya...) humihingi lng sana ako ng kunting tulong para kahit papano nsa bahay nlng sna sya mgtinda para dina ma xpose ang kanyang baby sa mga gustung tumulong po pwd nyo po ako kontakin o kya sa ating brgy.dahil kulang po ang naibigay kung tulong sa knya kahit papano my pang gatas sya sa baby nya...😐😐😐😐PLS..RESPECT my post po***Source: Cristina Cabañero M BiraoStay updated with the latest news and trends by hitting the LIKE button.",0
"Na-diagnose naman siya ng mga doctor na siya ay mayroong isang bihirang uri ng cervical cancer na tinatawag na rhabdomyosarcoma, kung saan ito ay lumalaki sa mga kalamnan ng isang tao.",0
"It is not a big deal and I don't want to talk more about it because it is not the main thing in this tournament,"" sabi ni Popov.",0
"sabi naman sa Facebook page na Mindavote.",0
"Wala ka pa ring napapasa!",0
"May apat na tricks para mas mapa tagal natin ang buhay ng ating Gasul.",0
"Atong, Nicole, Claudine and Gretchen / Photo from PEP ""Kung nagkahiwalay kami nila Nicole walang kinalaman si Gretchen.",0
"the statement explained.",0
"Nakaupo lamang siya, habang pinapanood kumain ang mga amo.Ayon kay Allones, sobrang nakakadurog ng puso habang nakikita niya ang kapwa Pilipino sa ganoong sitwasyon.",0
"""Sulit na sulit ang paghahatid ng pagkain sa mga costumer umaraw at umulan, umaga hanggang madaling araw para lang makapag serbisyo sa inyo.",0
"DEATH PENALTY PARA KAY BINAY.ROXAS.PURISIMA.PINOY.NAPOLEE.ERAP ESTRADA.NAPEÑAS KASI ITO AY SINUNGALING SA BANSA NATIN.",1
"* Photo courtesy of Twitter and Science Alert May ilang paraan para malaman kung tunay nga ang isang Ambergris, ang isang paraan ay ang tinatawag na ‘hot needle test' kung saan ay pinapa-init muna ang dulo ng karayom at saka itinutusok sa hinihinalang Ambergris, at pagkatapos ay matutunaw ito at magiging isang malapot na likido o wax.",0
"BAKIT DAHIL KAY BINAY???????",0
"Ito ang nakaka-inspire na kwento ni George na taga Tiaong, Quezon.",0
"RT @kLembaaang: Kung nahihirapan ka na sa buhay, isipin mo na lang na mas wala ng hihirap kay Binay????",0
"Mar Roxas: Japan Emperor's acceptance of invitation to visit is a good sign https://t.co/XxAMTnuGEZ https://t.co/CFZCLFjLdR",0
"EPIC FAIL!

Mar Roxas inangkin ang Proyekto ni Gloria Arroyo (Laguindingan Airport) na ito'y bunga sa Daang... https://t.co/4TaSeUZHgo",1
"Si Mar ang tagapagmana
Si Poe ang anak ng alamat
Si Digong ang may bayag
Si Binay ang para sa mahirap
Si Miriam? Siya ang sagot",1
"Ang alam ko, graduta siya ng Pinoy Big Brother University,"" buwelta ni Abe.",0
"Malugod ng ibinahagi ni Department of Agriculture Secretary Manny Piñol sa kanyang social media acount ang pagbili ng Diamond Star, isang Japanese company, ng isang daang toneladang mangga sa ating bansa.",0
"""Change is coming""

Ang ibig sabihin ba nito ay kapag maging presidente si Du30, matututo kayo rumespeto ng kapwa?

Pero sa ngayon hindi pa?",0
"Bale ginahasa po talaga siya, pero gamit lang po yung daliri lamang po.",0
"Shet. Di ko gets bat huli si Miriam :( Basta wag Mar Roxas. Utang na loob.",1
"I have really blurry vision so I had to hold the ticket right up to my face.",0
"*Larawan mula sa Facebook @Marold Cabrera",0
"Regine Velasquez-Alcasid says no to Mar Roxas: https://t.co/O5WW4KG52I via @YouTube",1
"We've seen the worst of Mar Roxas when Yolanda stroke the nation last 2013.he proved then that he is a incompetent Leader and poor manager.",1
"Dagdag pa ng senador, pinalitan lang daw ng STL ang iligal na sugal na jueteng.",0
"Lumpo.
Pandak.
Laki sa hirap.
Pero di tulad ng iba, maraming nagawang korupsyon ang putanginang si Binay",1
"Bukod sa pangangatawan, napag-alaman ni Que na habang sila'y ""in a relationship"", siya ay niloko ng kanyang nobyo at nagkaroon ng ibang kasintahan.Sakit at pagkabigo ang naramdaman ng dalaga, ngunit sa kabila ng lahat ng ito.",0
"kaninang pa itong Binay binay binay.....tch",1
"pake kong nog nog at pandak ka binay",1
"Binay can't answer a simple question wtf",1
"Minsang ng naoperahan si papa sa binte noong nasagasaan sya ng bus kung kaya hirap syang maglakad at pa ika-ika narin kung minsan.",0
"Mali ka Binay, kaya may ganyang kaso gaya ni Mang Jun dahil sa corrupt at magnanakaw na kagaya mo! #PiliPinasDebates2016",1
"Mar Roxas should quit NOW! #RoxasQuitNow https://t.co/59pxDSNWFH",1
"isang gabe (almost 9 mos of my pregnancy) matutulog na tayo nagffb ako.",0
"Makalipas ang ilang dekada, taong 2005, ang dating bata noon ay isa ng lola ngayon na naninirahan na sa ibang bansa kapiling naman ang kanyang apo.",0
"RT @Lifeoftantan: Pang mga nognog lang pala tong si binay eh. Papano naman yung puti? mga moreno? unfair!",1
"My latest: Mar Roxas's calls for unity against Duterte a sign of desperation https://t.co/INkalBhltR #AyawSaDilaw #PhVote2016 #Halala2016",1
"Sino ba si nognog? Yung corrupt. Yan si Binay ????",1
"RT @Random_TweetsPH: Mar Roxas first choice was Alden. But he couldn't get him. So naghanap ng SECOND CHOICE at CHEAPER. Daniel Padilla?????? …",1
"Binay to APEC Traffic: ""Kita niyo na ang palpak na pamahalaan.""
On my mind: Puta, di niya ba naisip na kasama siya dun sa pamahalaan. Bobo!",1
"""Sige tumawa kayo, pero t*ng*na nyo, pagbalik namin magpapasalamat kayo!...",0
"Gadon sa mga boladas ni Senador Drion.",0
"Oo, mahirap ang mga bagay bagay sa simula, ngunit habang tumatagal ay unti-unti ko itong naitatama.",0
"* Ayon sa kwento ng mga taong nakasama at nakadaupang palad ni Lloyd nang ito ay nabubuhay pa, ay likas na masayahin, mabait na kaibigan at anak at higit sa lahat ay hindi nito nakaka limutang magbahagi ng mga biyaya at tumulong sa mga nangangailangan.",0
"Dear #MarRoxas,

Wala kameng pakialam kung anong suot mo sa bahay. Di kame uunlad dyan. Mas ""tattered"" ba yan kesa sa suot ko?

#PHVote",1
"Ayon sa sagot ni Sunga, napag-alamang nahulog si tatay sa sinasakyan nitong tricycle isang araw bago niya ito kunan ng litrato ang matanda.",0
"So paano yung nakalagay sa system nyo na kiluhan???!!!",0
"dati mahirap ang Makati ngaypn sobrang maunlad na neto.. dahil yun kay Binay! 

#OnlyBinayHatawSaCebu",0
"Katulad nalang sa post ni Andrea Caryl Manas, kung saan isang menor-de-edad ang nagnakaw sa kanyang mga mahahalagang gamit.",0
"nahiya kami sa commercial ni roxas at binay! ang kakapal ng mukha nyo! lakas nyo mag advertise dami nyong nakurakot eh",1
"Marahil ay nahihiya si Jan na makita ng kanyang mga kaklase ang improvised ballpen na kanyang ginagamit.",0
"Porket walang pambili ng pagkain, nognog na agad? Nandamay ka pa, Binay.",1
"Mag tatlong buwan na hindi parin namin nahahanap si mama.Maawa po kayo samin ng kapatid ko kailangan po namin ng isang ina na mag aalaga at magmamahal sa amin lalo't ptay na si papa.",0
"Binay for PRESIDENT!",0
"""NO TAX"" daw pag naging presidente si BINAY.

Palaka ka ng taon! Don't me.",1
"Photo by Patrick MarianoHinangaan ng maraming netizen ang ipinakitang kagandahang loob ng mga sakay ng isang delivery truck matapos bilhin at pakyawin ang tindang ice cream ng isang matandang lalaki na naabutan nila sa gilid ng kalsada habang umuulan.",0
"Maari mo rin markahan ang Rambolito, kung gusto mong laruin ang EZ2 system bet.",0
"Kamakailan lamang, isang netizen na si Sheila Mae Glor ang nagbahagi sa kaniyang Facebook account ng isang nakakaantig na kwento at kung gaanong suporta at pagmamahal ang ibinibigay ng isang ama ang kaniyang anak na kumuha ng LET.",0
"Most annoying ad- Mar Roxas and Binay's premature campaign! Nkakasuka! Pwe",1
"Duh poe, binay, mar puro kayo salita ???? #DuterteRoadToMalacanang",1
"pinalipat ako ni mama sa kwarto nila ditche at sinabi na dun na muna daw ako pumwesto.",0
"@AskMARoxas Why shouldn’t we blame Mar Roxas and present admin for the state of our MRT?",0
"Nabigla din daw ang Malacañang sa ginawang pagtanggap ni Robredo sa posisyon at isa daw sa dahilan kung bakit sinibak si Robredo ay baka lalong lumawak ang suporta sa bise presidente.",0
"Pwede mo rin piliin ang Lucky Pick para hayaan ang terminal na pumili ng random numbers para sa iyo.",0
"At ayon pa sa ulat, sigurado din umano na siya ay masasampahan ng kaso pagdating sa Pilipinas.",0
"I would like to thank #AlmaMoreno for showing us what an #UNA and a #Binay led Government is bound to be like! Mabuhay ka Alma!",0
"Nabubwisit talaga ako sa commercial about binay.",1
"ikaw, ako, si baby sa tummy ko.",0
"Yung feeling na pinagpasa pasahan si Mar Roxas kasi parang ayaw siyang maging running mate haha nauwi kay labredo ??",1
"Kailangan bang apihin at laitin ang mga guro o teachers? No to Binay kapag ganyan #NogNogHambog",1
"VP Binay now off to his hometown, Cabagan -- town part of Albanos' turf district in Isabela | @jv_arcena",0
"WARNING: Binay and Chiz Escudero will maneuver for a ""Bi-Chiz"" mixed ticket in Malacanang!
https://t.co/V5yDvZCD7t https://t.co/7fXuZImVYm",0
"Tama po VP Binay, kc sa yellow govt wala lng pki.alam
#ABSCBNNEWSISHOAX @MyINCDefender  @Access_TRUTH https://t.co/lW90jgSHNv",1
"Ako lang ba naiinis sa advertisement ni Binay? Nognog daw tayong lahat? *lol, ikaw lang.??????",1
"Kaya sa lahat po ng Security Guard, SALUDO po kami sa inyo!#WaltermartGuiguinto #GoodSamaritan #ILoveWalterMartWalterMart Mall WalterMart Supermarket""",0
"Ito po ang tugon ng ilang kababayan natin sa naging pahayag ni Locsin.",0
"HAHHAHAHHAHAHAHHA @chechedenise ABNORMAL @AnglnMrbns KAKULAY SI BINAY @gorgeoushane KAMUKHA MO SI MARLOU HAHAHHAHAHA https://t.co/TB33oDxKxD",1
"Thank you!",0
"Mar Roxas: Hindi ako madrama,di ako paawa, di ako pasiga siga. 

Binay and Duterte: DI KAMI NAGPAPARINIG! Hahahahah ??",1
"Dahil sa walang pakundangan paghagis ng mga package, kung saan-saan ito napupunta, ang iba pa nga ay umabot pa sa bubong ng truck, ang iba naman ay lumalampas at bumabagsak sa semento.",0
"Binay cries foul over Inquirer report on alleged dummy bank accounts #halalan2016 #eleksyon2016 #phvote https://t.co/G2FBoYbywu",0
"Kilalanin ang pambato ng Tuwid na Daan, Mar Roxas. https://t.co/AjQHJc0NyU",0
"""Sinabi ng kapulisan na si Richard Santillan ay napaslang dahil nagkaroon ng habulan at nagkaroon ng encounter si Richard at ang kapulisan.",0
"Yung ibang tao po kasi, kahit wala po silang alam, ang dami po nilang nasasabing masasama.",0
"Boladas pa ni Tañada, magagamit lang bilang panakip-butas si Robredo sa kabiguan ng pagsugpo ng Duterte Administration sa ipinagbabawal na gamot.. ""I believe her spokesperson has spoken.",0
"Hindi ininda ni Aldrean ang hirap kahit na dalawang oras ang byahe sa school mula sa kanila.",0
"The people defending this person are the same people lambasting Binay. Hypocrites.",1
"Trillanes: Poor turning blind eye on Binay’s lies, corruption https://t.co/WZnzRYLDAv | via INQUIRER",1
"Screencap from Barbaby Lo's Twitter account Idinaan naman ng journalist na si Jeff Canoy ang kanyang opinyon at sinabing ibalik na lamang daw ang classic uniform ng mga media upang makilala sila ng mga pulis.",0
"May dayaan talagang magaganap !!Gagawa ng paraan si Mar wag lang Manalo si Duterte .. poor poor ROXAS  #BigSwitch2Miriam #DuterteTillTheEnd",1
"Taas noo na pinatunayan sa lahat ng naturang estudyante na hindi kailanman magiging balakid sa taong may pangarap ang pagkaaroon ng isang disabilidad.",0
"Ano oras na.""",0
